age,body_type,diet,drinks,drugs,height,sex,smokes
27,average,vegetarian,socially,sometimes,66.0,f,sometimes
24,fit,anything,socially,never,70.0,m,no
26,full figured,anything,not at all,never,64.0,f,no
30,athletic,anything,socially,never,66.0,f,no
44,athletic,anything,socially,never,72.0,m,no
49,average,anything,socially,never,66.0,f,no
30,fit,anything,socially,sometimes,74.0,m,no
36,thin,anything,socially,never,64.0,f,no
25,average,anything,socially,never,68.0,m,no
32,athletic,anything,socially,never,68.0,m,sometimes
34,average,anything,socially,never,66.0,m,no
29,curvy,anything,socially,never,60.0,f,no
35,athletic,anything,socially,never,67.0,f,no
26,athletic,vegetarian,socially,sometimes,69.0,m,sometimes
46,average,anything,rarely,never,66.0,f,no
31,curvy,anything,socially,never,59.0,f,no
23,fit,anything,socially,never,69.0,f,no
34,fit,anything,socially,never,72.0,m,when drinking
22,fit,anything,socially,never,64.0,f,no
56,skinny,other,not at all,never,70.0,f,no
43,a little extra,anything,socially,never,70.0,m,sometimes
43,fit,anything,socially,never,73.0,m,no
56,athletic,other,socially,never,69.0,f,no
21,average,anything,socially,never,66.0,f,no
36,fit,anything,socially,never,69.0,m,no
20,average,vegetarian,socially,never,69.0,m,no
49,average,anything,socially,never,68.0,m,no
30,average,anything,socially,never,72.0,f,yes
31,a little extra,anything,socially,never,67.0,m,no
36,full figured,anything,socially,sometimes,65.0,f,no
23,average,anything,often,sometimes,72.0,m,yes
27,fit,anything,socially,never,75.0,m,no
29,curvy,anything,socially,never,67.0,f,when drinking
29,a little extra,anything,often,sometimes,69.0,m,no
23,average,vegetarian,not at all,never,71.0,m,no
25,thin,anything,often,sometimes,64.0,m,yes
27,fit,vegetarian,socially,sometimes,71.0,f,no
22,used up,anything,often,sometimes,65.0,f,no
27,athletic,anything,socially,never,74.0,m,no
47,fit,anything,often,sometimes,72.0,m,yes
27,full figured,anything,socially,never,70.0,m,no
34,athletic,anything,rarely,never,74.0,m,no
27,average,anything,socially,sometimes,70.0,m,sometimes
32,fit,anything,socially,never,71.0,m,no
23,thin,anything,socially,sometimes,66.0,m,no
28,fit,anything,socially,never,68.0,m,no
28,fit,vegetarian,socially,never,64.0,f,no
26,athletic,anything,socially,never,68.0,m,no
31,fit,anything,socially,never,68.0,m,no
24,curvy,anything,socially,never,64.0,f,no
20,fit,anything,socially,sometimes,74.0,m,sometimes
31,athletic,anything,socially,never,70.0,m,trying to quit
56,fit,vegetarian,not at all,never,68.0,m,no
47,thin,vegetarian,socially,never,64.0,f,no
27,fit,anything,often,never,73.0,m,no
38,fit,vegetarian,rarely,never,64.0,f,no
29,fit,anything,often,never,77.0,m,no
21,athletic,anything,socially,sometimes,70.0,m,no
29,thin,anything,socially,never,75.0,m,no
27,fit,anything,socially,sometimes,70.0,m,when drinking
28,fit,anything,socially,never,65.0,m,no
24,athletic,anything,often,never,74.0,m,no
44,average,anything,not at all,never,67.0,m,no
42,skinny,anything,socially,never,63.0,f,no
29,athletic,anything,often,never,65.0,m,no
28,fit,anything,socially,never,67.0,m,no
26,athletic,anything,desperately,never,72.0,m,no
25,fit,anything,socially,sometimes,70.0,m,no
38,average,anything,rarely,never,68.0,m,no
54,athletic,anything,socially,never,72.0,m,no
50,average,anything,socially,never,72.0,m,no
23,fit,anything,rarely,never,71.0,m,yes
19,athletic,anything,often,never,67.0,m,when drinking
35,curvy,anything,socially,never,64.0,f,no
43,average,anything,socially,never,71.0,m,yes
25,a little extra,anything,socially,never,62.0,f,no
30,average,anything,rarely,never,69.0,m,no
43,athletic,anything,rarely,never,73.0,m,no
20,athletic,anything,not at all,never,72.0,m,no
20,average,anything,often,never,72.0,m,sometimes
54,fit,vegan,socially,never,69.0,m,no
39,average,anything,socially,never,70.0,m,no
57,average,anything,rarely,never,72.0,m,no
23,skinny,anything,socially,never,74.0,m,no
29,average,anything,socially,never,62.0,f,no
23,average,anything,not at all,sometimes,71.0,m,sometimes
27,athletic,anything,socially,never,70.0,m,no
31,average,anything,often,never,68.0,m,no
30,athletic,anything,socially,never,70.0,m,no
31,average,anything,socially,never,70.0,m,no
65,average,anything,socially,never,67.0,f,no
19,a little extra,anything,socially,never,63.0,f,sometimes
39,curvy,anything,socially,never,63.0,f,no
42,athletic,vegetarian,socially,never,73.0,m,no
23,fit,anything,socially,never,69.0,m,no
29,athletic,anything,socially,never,71.0,m,no
27,fit,anything,socially,sometimes,68.0,m,no
22,average,anything,socially,sometimes,64.0,f,when drinking
43,athletic,anything,not at all,never,74.0,m,no
26,athletic,anything,socially,never,74.0,m,no
28,thin,anything,often,sometimes,71.0,m,yes
25,curvy,anything,socially,never,66.0,f,no
25,curvy,anything,very often,sometimes,62.0,f,when drinking
27,fit,anything,socially,never,75.0,m,no
27,average,anything,socially,never,67.0,m,no
26,athletic,anything,rarely,never,73.0,m,no
24,average,anything,socially,never,62.0,f,no
25,curvy,anything,socially,never,70.0,m,no
26,fit,anything,often,never,71.0,m,no
31,a little extra,anything,socially,never,71.0,m,no
31,athletic,anything,socially,sometimes,75.0,m,trying to quit
31,thin,vegetarian,socially,never,64.0,f,no
28,fit,vegetarian,socially,never,65.0,f,no
29,athletic,anything,socially,never,68.0,m,no
27,fit,anything,socially,never,67.0,f,no
24,athletic,anything,rarely,never,67.0,m,no
42,athletic,vegetarian,socially,never,63.0,f,no
25,athletic,anything,socially,never,73.0,m,no
29,thin,anything,socially,never,63.0,f,no
46,average,anything,socially,sometimes,69.0,m,no
32,fit,anything,socially,never,67.0,m,no
27,full figured,vegetarian,socially,never,64.0,f,no
31,athletic,anything,desperately,never,69.0,m,no
56,athletic,anything,socially,never,71.0,m,no
36,average,anything,often,never,71.0,m,no
31,fit,anything,socially,sometimes,62.0,f,no
20,average,anything,socially,sometimes,72.0,m,no
32,average,vegan,socially,never,62.0,f,no
29,athletic,anything,socially,sometimes,68.0,m,no
19,fit,anything,socially,never,66.0,m,no
28,athletic,anything,rarely,never,71.0,m,no
35,average,anything,socially,never,68.0,m,no
19,athletic,anything,not at all,never,69.0,m,yes
25,curvy,anything,socially,never,63.0,f,no
32,fit,anything,socially,never,70.0,m,no
26,average,anything,socially,sometimes,69.0,m,no
32,fit,anything,socially,never,72.0,m,no
44,average,anything,socially,never,71.0,m,no
22,average,anything,not at all,never,69.0,m,no
35,fit,anything,socially,never,71.0,m,no
28,athletic,anything,socially,sometimes,71.0,m,when drinking
22,fit,anything,socially,sometimes,66.0,m,sometimes
42,curvy,anything,socially,never,60.0,f,no
39,fit,vegetarian,socially,never,66.0,m,no
30,average,anything,often,sometimes,63.0,f,no
32,average,anything,often,sometimes,71.0,m,no
54,average,anything,socially,never,66.0,f,no
43,thin,anything,not at all,never,76.0,m,no
21,used up,other,desperately,sometimes,66.0,f,yes
44,fit,vegetarian,rarely,never,69.0,f,no
39,average,anything,socially,never,73.0,m,no
64,average,anything,rarely,never,70.0,m,yes
27,average,vegetarian,socially,sometimes,72.0,m,sometimes
24,a little extra,anything,socially,never,76.0,m,no
36,athletic,vegetarian,rarely,never,73.0,m,no
37,thin,anything,rarely,sometimes,69.0,m,yes
62,fit,anything,often,sometimes,68.0,m,no
29,athletic,anything,socially,never,73.0,m,no
22,average,other,not at all,never,73.0,m,no
30,athletic,anything,socially,never,68.0,m,no
31,athletic,anything,rarely,never,70.0,m,no
30,average,anything,often,never,65.0,f,no
39,athletic,anything,socially,never,76.0,m,sometimes
45,athletic,anything,not at all,never,72.0,m,no
24,thin,anything,socially,never,70.0,m,no
42,average,anything,often,never,70.0,m,no
26,average,vegetarian,rarely,never,68.0,m,no
33,fit,anything,not at all,never,70.0,m,no
21,skinny,anything,socially,never,66.0,m,no
25,average,anything,socially,sometimes,75.0,m,trying to quit
21,athletic,other,socially,sometimes,70.0,m,trying to quit
25,skinny,vegetarian,socially,sometimes,71.0,m,no
31,athletic,anything,socially,never,72.0,m,when drinking
26,athletic,anything,socially,never,70.0,m,no
24,thin,other,socially,never,64.0,f,no
31,average,anything,often,sometimes,70.0,m,yes
23,average,anything,socially,sometimes,60.0,f,when drinking
27,athletic,anything,socially,never,70.0,m,no
30,athletic,anything,socially,never,67.0,m,no
61,thin,anything,socially,never,66.0,f,no
36,fit,anything,socially,never,67.0,m,no
28,thin,anything,often,sometimes,69.0,m,no
36,average,anything,socially,never,77.0,m,no
24,average,anything,socially,never,72.0,m,when drinking
18,thin,anything,not at all,never,66.0,m,no
27,curvy,anything,rarely,never,66.0,f,no
28,athletic,anything,socially,never,73.0,m,no
28,a little extra,anything,socially,never,67.0,f,no
49,jacked,anything,desperately,sometimes,69.0,m,no
21,average,anything,socially,never,62.0,f,no
28,a little extra,anything,socially,never,67.0,f,no
26,average,anything,socially,never,69.0,m,no
33,average,anything,socially,never,66.0,f,no
34,curvy,anything,socially,sometimes,64.0,f,no
24,fit,anything,socially,never,68.0,m,trying to quit
21,skinny,other,socially,sometimes,75.0,m,when drinking
53,fit,vegetarian,socially,never,65.0,f,no
25,athletic,anything,socially,sometimes,70.0,m,no
30,fit,anything,socially,sometimes,72.0,m,no
28,fit,anything,socially,never,66.0,m,no
29,average,anything,socially,never,72.0,m,when drinking
24,fit,anything,socially,never,70.0,m,no
28,average,anything,socially,never,76.0,m,no
38,average,anything,socially,never,74.0,m,no
29,fit,anything,rarely,never,63.0,m,no
33,athletic,anything,socially,never,70.0,m,no
30,fit,anything,socially,sometimes,73.0,m,no
33,fit,anything,socially,never,65.0,f,no
19,a little extra,anything,socially,never,70.0,m,no
21,athletic,other,not at all,never,71.0,m,no
25,athletic,anything,socially,never,66.0,m,sometimes
23,athletic,anything,socially,never,70.0,m,no
26,fit,anything,socially,never,74.0,m,no
31,a little extra,anything,socially,never,69.0,m,no
36,thin,anything,socially,never,64.0,f,no
33,athletic,vegetarian,socially,never,70.0,m,sometimes
24,fit,anything,socially,never,64.0,f,no
40,fit,anything,socially,never,73.0,m,no
47,average,anything,rarely,never,74.0,m,no
23,average,anything,socially,never,69.0,m,no
33,fit,anything,socially,never,65.0,m,no
45,curvy,anything,socially,never,65.0,f,no
28,average,anything,socially,sometimes,65.0,f,no
31,athletic,anything,socially,never,71.0,m,no
28,curvy,anything,socially,never,63.0,f,no
30,fit,anything,socially,never,70.0,m,no
23,athletic,anything,rarely,never,70.0,m,no
28,fit,anything,socially,never,67.0,m,no
29,athletic,anything,socially,never,76.0,m,no
25,skinny,anything,socially,never,74.0,m,no
29,overweight,anything,socially,never,70.0,m,no
40,average,anything,rarely,never,64.0,f,no
35,fit,vegetarian,socially,never,71.0,m,no
18,used up,anything,not at all,never,66.0,f,no
42,average,anything,socially,never,67.0,f,no
22,curvy,anything,socially,sometimes,66.0,f,no
26,average,vegetarian,rarely,never,70.0,m,no
33,jacked,anything,socially,sometimes,69.0,m,no
23,average,anything,socially,never,70.0,m,no
37,fit,anything,socially,sometimes,68.0,m,sometimes
59,fit,anything,socially,never,60.0,f,no
23,skinny,anything,very often,sometimes,72.0,m,no
27,fit,anything,rarely,sometimes,69.0,m,when drinking
49,average,anything,socially,never,74.0,m,no
34,athletic,anything,socially,never,65.0,f,no
29,athletic,anything,socially,never,70.0,m,no
49,fit,anything,socially,never,71.0,m,no
34,average,anything,not at all,never,71.0,m,no
29,average,anything,socially,never,72.0,m,no
34,fit,anything,often,never,73.0,m,no
25,used up,anything,desperately,sometimes,65.0,f,sometimes
27,athletic,vegetarian,socially,never,70.0,m,no
27,athletic,anything,socially,never,63.0,m,no
37,average,anything,rarely,never,72.0,m,no
38,a little extra,anything,socially,never,72.0,m,no
32,overweight,anything,not at all,never,67.0,f,no
32,fit,anything,rarely,never,62.0,f,no
48,fit,anything,socially,never,69.0,f,no
27,average,anything,socially,never,70.0,m,no
50,average,anything,socially,never,70.0,m,no
30,fit,anything,socially,never,71.0,m,no
24,average,anything,socially,never,72.0,m,no
40,average,vegetarian,socially,sometimes,74.0,m,when drinking
27,athletic,anything,socially,never,76.0,m,no
42,athletic,other,socially,never,68.0,m,no
39,athletic,anything,socially,never,70.0,m,no
22,athletic,vegan,socially,sometimes,66.0,f,yes
50,average,anything,socially,never,72.0,m,no
19,skinny,vegetarian,rarely,never,66.0,f,no
28,skinny,anything,very often,sometimes,68.0,m,sometimes
21,athletic,anything,socially,sometimes,67.0,m,no
44,fit,anything,socially,never,70.0,m,no
47,fit,anything,socially,never,71.0,m,trying to quit
31,thin,vegetarian,socially,never,68.0,m,no
23,average,vegetarian,socially,never,61.0,f,no
22,skinny,anything,socially,sometimes,66.0,f,yes
31,curvy,anything,socially,never,65.0,f,no
39,athletic,anything,socially,sometimes,72.0,m,sometimes
22,thin,anything,rarely,never,63.0,f,no
28,average,anything,socially,never,72.0,m,no
34,thin,anything,socially,never,66.0,f,no
22,average,anything,socially,sometimes,71.0,m,sometimes
26,average,anything,socially,never,68.0,m,no
33,average,anything,socially,never,66.0,m,trying to quit
25,athletic,anything,socially,never,70.0,m,no
25,thin,anything,rarely,never,61.0,f,no
26,average,anything,socially,never,71.0,m,no
37,fit,anything,socially,never,69.0,m,no
23,a little extra,anything,socially,never,71.0,m,no
37,curvy,anything,socially,sometimes,68.0,f,sometimes
43,average,vegetarian,socially,never,64.0,f,sometimes
29,athletic,anything,socially,never,70.0,m,no
20,skinny,anything,rarely,never,68.0,m,no
26,used up,anything,socially,never,66.0,m,no
27,average,anything,socially,never,71.0,m,no
29,fit,vegetarian,rarely,never,65.0,f,no
28,thin,vegetarian,not at all,never,68.0,m,no
42,average,anything,socially,never,72.0,m,no
42,athletic,anything,socially,never,67.0,m,no
41,average,other,not at all,never,72.0,m,no
23,overweight,vegan,socially,sometimes,67.0,m,no
20,average,anything,socially,never,68.0,m,yes
45,athletic,other,rarely,sometimes,73.0,m,no
36,fit,anything,socially,never,73.0,m,no
20,curvy,vegetarian,rarely,never,71.0,f,when drinking
55,fit,anything,socially,never,63.0,f,no
39,athletic,anything,socially,never,72.0,m,no
23,average,anything,socially,sometimes,72.0,m,sometimes
18,athletic,anything,not at all,never,65.0,m,no
32,thin,vegetarian,socially,never,73.0,m,no
26,athletic,anything,socially,never,70.0,m,no
22,average,anything,socially,never,73.0,m,trying to quit
23,athletic,anything,socially,sometimes,73.0,m,when drinking
32,average,vegetarian,socially,never,67.0,m,no
25,a little extra,vegetarian,socially,sometimes,71.0,f,no
24,athletic,anything,socially,never,74.0,m,no
34,athletic,anything,socially,never,67.0,m,no
33,overweight,anything,very often,never,72.0,m,no
32,athletic,anything,socially,never,71.0,m,no
29,curvy,anything,socially,never,64.0,f,no
25,athletic,anything,rarely,never,71.0,m,no
38,a little extra,anything,socially,never,74.0,m,no
39,average,anything,socially,never,62.0,f,no
24,average,anything,not at all,never,66.0,f,no
37,athletic,anything,socially,never,67.0,m,no
35,thin,vegetarian,socially,never,68.0,m,no
26,fit,anything,socially,never,70.0,m,no
27,average,vegetarian,socially,sometimes,67.0,f,no
28,fit,anything,socially,never,72.0,m,when drinking
31,fit,vegetarian,socially,never,70.0,m,no
24,thin,other,socially,sometimes,70.0,m,yes
28,athletic,anything,socially,never,72.0,m,no
27,average,anything,not at all,never,71.0,m,no
64,average,anything,socially,never,70.0,m,no
28,a little extra,anything,rarely,never,71.0,m,no
50,average,anything,socially,never,73.0,m,no
27,athletic,anything,rarely,never,69.0,m,no
55,average,anything,socially,never,67.0,f,no
33,thin,anything,socially,never,73.0,m,no
24,average,other,socially,never,70.0,m,no
20,a little extra,anything,not at all,never,71.0,m,no
26,average,anything,socially,never,68.0,m,no
46,athletic,anything,socially,never,71.0,m,no
58,average,anything,socially,never,72.0,m,no
58,athletic,anything,often,never,73.0,m,no
27,average,anything,often,never,72.0,m,no
62,fit,anything,socially,never,64.0,f,no
37,average,vegetarian,rarely,never,67.0,m,no
30,athletic,anything,socially,never,69.0,m,no
56,curvy,other,socially,never,65.0,f,no
24,athletic,anything,not at all,never,69.0,m,no
33,fit,anything,not at all,never,72.0,m,yes
23,fit,other,rarely,never,61.0,f,no
31,curvy,anything,socially,never,66.0,f,when drinking
45,average,anything,socially,never,60.0,f,no
37,thin,anything,socially,never,67.0,f,no
25,thin,anything,socially,never,66.0,m,no
